DT_AGG,DT_FILTER,DT_TYPE,MERCH_CLASSIFICATION1,MERCH_CLASSIFICATION2,CATEGORY_LEVEL1,CATEGORY_LEVEL2,CATEGORY_LEVEL3,MANUFACTURER_NAME,PARENT_COMPANY,CAMPAIGNS,SKUS,ZONE_ID,AD_TYPE,SOURCE,PAGE_TYPE,SLOT_NAME,BUDGET_DAILY,BUDGET_MONTHLY,BUDGET_LIFETIME,BUDGET_TOTAL_DAILY,IMPRESSIONS,CLICKS,REVENUE,QUANTITY,LTV_QUANTITY,DIRECT_SALES,LTV_SALES,QUANTITY_24H,DIRECT_24H,LTV_QUANTITY_24H,LTV_SALES_24H,REQUESTS,REQUEST_FILLED,REQUESTED_ADS,SELECTED_ADS,BUDGET_GOAL,TARGET_GOAL,API_PARTNER
2026-01-07,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",861999882,1289334,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","","","","",1,1,24.79,24.79,"","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Copy Paper",Modern,"Zephyr Products","Zephyr Products",861810898,2125622,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",Notebooks,Compact,"Evergreen Brands","Evergreen Brands",862024080,2279654,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",861933041,82009,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",31,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Presentation Supplies",Organizers,Deluxe,"Oakwood Industries","Oakwood Industries",746316100,863166,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",134,2,1.00,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Deluxe,"Evergreen Brands","Evergreen Brands",796873278,1223838,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",29,1,4.92,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments","Specialty Paper",Premium,"Inlet Trading","Inlet Trading",861657675,3619359,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",181,5,4.31,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Deluxe,"Evergreen Brands","Evergreen Brands",751970809,699294,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Standard,"Yellowstone Co","Yellowstone Co",759161819,790862,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",113,2,1.45,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Standard,"Yellowstone Co","Yellowstone Co",759161819,153037,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,1,8.95,8.95,1.00,8.95,1,9,"","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",749634681,364413,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",749634681,132614,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",749634681,364419,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Yellowstone Co","Yellowstone Co",861623811,114293,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Yellowstone Co","Yellowstone Co",861623811,46805,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",45,1,0.50,"","","","","","","","","","","","","","",
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",749634681,132626,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",749634681,522518,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Evergreen Brands","Evergreen Brands",861297050,110222,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Yellowstone Co","Yellowstone Co",861293527,751902,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Compact,"Starlight Co","Starlight Co",805296445,80485,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",45,"","",1,4,62.97,263.48,1.00,62.97,4,263,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Willow Creek Inc","Evergreen Brands",861299294,55397,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Premium,"Horizon Products","Horizon Products",862090015,1589630,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Cascade Solutions","Cascade Solutions",861656099,2271590,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Professional,"Quest Enterprises","Quest Enterprises",749602793,99183,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Oakwood Industries",861443242,2247014,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Compact,"Starlight Co","Starlight Co",861508711,1895014,321455,"Sponsored Brand Video",NMA,Browse,"22125 : SPONSORED_BRAND_NMA_VIDEO_BROWSE_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Compact,"Starlight Co","Starlight Co",861508711,1975022,321455,"Sponsored Brand Video",NMA,Browse,"22125 : SPONSORED_BRAND_NMA_VIDEO_BROWSE_ATF_SLOT","","","","",36,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Inlet Trading","Inlet Trading",861674231,1082558,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",173,9,31.46,2,8,39.98,149.76,2.00,39.98,8,150,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",861428940,1685814,"","Sponsored Brand Video","","","","",33.333333,"",33.333333,"","","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Bulk,"Presentation Supplies",General,Mini,"Oakwood Industries","Oakwood Industries",746316099,1088398,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",24,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",849144162,1838414,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",20,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Technology Accessories",General,"Heavy Duty","Inlet Trading","Zephyr Products",861981378,3556102,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",12,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Technology Accessories",General,"Heavy Duty","Inlet Trading","Zephyr Products",861981378,1436998,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",34,1,2.10,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Yellowstone Co","Cascade Solutions",862002480,46674,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Willow Creek Inc",850732874,1455158,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",16,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Willow Creek Inc",850732874,1456126,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Evergreen Brands",861842067,155549,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",1,3,14.04,34.27,1.00,14.04,3,34,"","","","","","",""
2026-01-11,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Redwood Corp","Starlight Co",775156438,64771,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",15,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Compact,"Evergreen Brands","Evergreen Brands",861837282,778358,"","Sponsored Product","","","",10,"","",10.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Recycled,"Writing Instruments","Index Cards",Deluxe,"Unity Brands","Unity Brands",745305167,654118,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",4,1,0.83,1,1,12.99,17.56,1.00,12.99,1,18,"","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Recycled,"Writing Instruments","Index Cards",Deluxe,"Unity Brands","Unity Brands",745305167,159319,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",19,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Filing & Storage",General,Mini,"Starlight Co","Starlight Co",861250534,1062782,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Inlet Trading",850289969,60681,315404,"Sponsored Brand",NMA,Browse,"22095 : SPONSORED_BRAND_NMA_BROWSE_ATF_SLOT","","","","",62,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Frontier Goods","Frontier Goods",862090651,2196630,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",22,1,1.57,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Upland Goods","Upland Goods",755382877,1513694,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",10,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards","Heavy Duty","Evergreen Brands","Evergreen Brands",749633736,132620,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",10,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Starlight Co","Starlight Co",744370148,92893,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",32,1,5.30,1,2,41.97,88.57,1.00,41.97,2,89,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Redwood Corp",744442187,1063846,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Deluxe,"Yellowstone Co","Yellowstone Co",844569815,1840678,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,357229,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Yellowstone Co","Yellowstone Co",861623719,215331,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","","","","",1,2,2.98,7.83,1.00,2.98,2,8,"","","","","","",
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,647374,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,271911,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Upland Goods","Upland Goods",755382877,1405038,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",34,"","",1,4,69.95,260.29,1.00,69.95,4,260,"","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,271940,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Upland Goods","Upland Goods",755382877,1513694,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,4,24.99,86.48,1.00,24.99,4,86,"","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,271881,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",61,3,3.94,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,271829,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Bulk,"Technology Accessories",General,Mini,"Inlet Trading","Evergreen Brands",836805630,309638,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",102,2,4.82,4,40,123.96,1176.93,4.00,123.96,40,1177,"","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Recycled,"Writing Instruments","Index Cards",Deluxe,"Unity Brands","Unity Brands",745305167,119489,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments","Specialty Paper",Premium,"Denali Partners","Denali Partners",861430314,152733,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",58,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",862083525,234615,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Denali Partners","Denali Partners",751313228,1274246,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",862083525,234613,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",862083525,2947870,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Cascade Solutions","Oakwood Industries",750603843,63782,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,"","",1,2,32.00,67.34,1.00,32.00,2,67,"","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Standard,"Writing Instruments",Envelopes,Compact,"Starlight Co","Starlight Co",759243270,69782,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","","","","",2,9,261.98,1157.26,2.00,261.98,9,1157,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Yellowstone Co","Yellowstone Co",781084853,343919,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",31,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Yellowstone Co","Yellowstone Co",781084853,343922,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",16,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Yellowstone Co","Yellowstone Co",781084853,343918,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",30,1,0.50,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Yellowstone Co","Yellowstone Co",781084853,343919,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Recycled,"Safety & Security",Folders,Deluxe,"Oakwood Industries","Evergreen Brands",861898664,146133,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","","",4,20.23,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Starlight Co","Starlight Co",738355319,215264,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",322,1,7.98,1,4,83.99,323.65,1.00,83.99,4,324,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products","Copy Paper",Modern,"Starlight Co","Starlight Co",732508224,2460582,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",1409,14,25.06,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Yellowstone Co","Yellowstone Co",861623811,84158,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",17,1,2.59,1,3,35.28,117.70,1.00,35.28,3,118,"","","","","","",
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Trident Industries","Trident Industries",862046929,793854,321453,"Sponsored Brand Video",SFW,Search,"22115 : SPONSORED_BRAND_VIDEO_SEARCH_ATF_SLOT","","","","",55,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Unity Brands","Unity Brands",843902514,894030,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",40,2,3.83,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262379,259530,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",22,1,6.44,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262379,93448,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262379,259531,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Trident Industries","Trident Industries",836448037,265691,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments","Copy Paper",Modern,"Evergreen Brands","Evergreen Brands",861999023,2007894,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Starlight Co","Starlight Co",737638674,215264,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Evergreen Brands","Evergreen Brands",807447460,95535,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",76,2,1.53,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Frontier Goods","Frontier Goods",784803454,373284,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Cascade Solutions","Inlet Trading",861162412,99916,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",12,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Cascade Solutions","Inlet Trading",861162412,1459622,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",203,12,53.36,6,13,98.88,208.11,6.00,98.88,13,208,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Cascade Solutions","Inlet Trading",861162412,1459622,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Yellowstone Co",861863453,330966,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",31,2,1.23,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Yellowstone Co","Redwood Corp",794175760,316876,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",12,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",Boxes,Deluxe,"Unity Brands","Unity Brands",748291104,740998,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Yellowstone Co","Yellowstone Co",748737009,90671,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Yellowstone Co","Yellowstone Co",748737009,299279,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",2,1,1.00,1,4,79.96,274.24,1.00,79.96,4,274,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Frontier Goods",768911872,1751542,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",171,2,8.84,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Frontier Goods",768911872,1365910,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Frontier Goods",768911872,1751526,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",54,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Frontier Goods",768911872,1751486,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
